composer_label,title,mxl_path,note_event_count,avg_note_duration,std_note_duration,notes_per_beat,downbeat_emphasis_ratio,syncopation_ratio,rhythmic_pattern_entropy,micro_rhythmic_density,cross_rhythm_ratio
Bach,J. S. Bach: Little Prelude in C Major BWV 924,/Users/victor/JuFo2026/15571083/mxl/0/16/QmaDct1x6hnFgV8BFMLGzUKCd7DkNHm96Udwix7AW3pDva.mxl,313,0.41054313099041534,0.6550558049240063,4.347222222222222,0.08626198083067092,0.0,3.284553866638512,0.9483870967741935,0.8823529411764706
Bach,Bach's chorale harmonisations 241-371 (Breitkopf numbering no text),/Users/victor/JuFo2026/15571083/mxl/17/35/QmZoWXdZkvuavKpPnFchpZmC6NJZzsfADtE4uzUdH929oU.mxl,30348,0.8951825490971398,0.48985042418504837,4.431658878504673,0.1985633320152893,0.03726769474100435,4.25618836360704,0.003196572746745757,
Bach,J. S. Bach - Fugue in C Major BWV 846 WTC 1 (real audio),/Users/victor/JuFo2026/15571083/mxl/11/27/QmTJYYLf7PaqwbZ4h3tQ4eDnGnX9gG1SBDaKjiixKp2gD2.mxl,781,0.4439820742637644,0.3935893395159332,7.231481481481482,0.10627400768245839,0.010243277848911651,5.097855547173831,0.2982005141388175,
Bach,Prelude No. 2 BWV 847 in C Minor,/Users/victor/JuFo2026/15571083/mxl/8/31/QmQmxCfft8FrQC5YyRdnucv3SypmxbVBrGDm1WwGwAZeoq.mxl,1108,0.2706453068592058,0.23155913059460415,7.2894736842105265,0.06678700361010831,0.0,0.7254979937889229,0.9683257918552036,0.034482758620689655
Bach,Bach's chorale harmonisations 1-120 (Breitkopf numbering no text),/Users/victor/JuFo2026/15571083/mxl/2/10/QmcAcXxP8kmmTdw8pn8xvHfrb2L5GrCqd5uQ44ETsDXusi.mxl,27115,0.9226627328047207,0.4818020639906266,4.2985098287888395,0.21095334685598377,0.03865019361976765,4.080780466142753,0.0012171732074358218,
Bach,Bach Fugue in C-Major (from Toccata Adagio and Fugue in C Major for Organ BWV 564) arr. for piano,/Users/victor/JuFo2026/15571083/mxl/10/53/QmSXZREKKbbZGL9o7rXGFXub3ZyKFp2ExUaLncjNAdByZX.mxl,2773,0.3616119725928597,0.2125691966270598,9.628472222222221,0.1294626758023801,0.0,3.43745026198789,0.45018050541516247,0.7857142857142857
Bach,Chorale harmonisations from various vocal works by Bach,/Users/victor/JuFo2026/15571083/mxl/0/40/QmarstozgAPFGWKQtmATXsmdsBCJ5aytRngSr9harJS2vW.mxl,11282,0.9429179223541925,0.5389501473242604,4.091387126019946,0.1153164332565148,0.35614252792058143,4.449894977068691,0.005230960191506339,
Bach,J. S. Bach - Invention No. 5 in Eb-Major BWV 776 (real audio),/Users/victor/JuFo2026/15571083/mxl/2/21/QmcgPrR41ikm5Ci6ABVf4r58KCVov3VKepGZTgAnGRCoPD.mxl,737,0.33887381275440975,0.20885263631771675,5.7578125,0.07055630936227951,0.0,2.652647650683999,0.8528610354223434,1.0
Bach,Bach: Little Prelude in C major BWV 933,/Users/victor/JuFo2026/15571083/mxl/0/4/Qma58kekAvv9TsecniR4ja9nDEv3GD4os1aDq9r8ZfzvD8.mxl,387,0.3708010335917313,0.2071637038808923,6.046875,0.09560723514211886,0.0,4.113650785092039,0.4947916666666667,1.0
Bach,Bach Prelude in C-Major (from Toccata Adagio and Fugue in C Major for Organ BWV 564) arr. for piano,/Users/victor/JuFo2026/15571083/mxl/4/38/QmeqFD5GdewkgSzD8TPnhrwqApfHwqhp54bygLi9A22Wd5.mxl,2694,0.279386290522148,0.20919763975456765,8.017857142857142,0.06533036377134373,0.0,3.9168214282633684,0.7209215904868079,0.16666666666666666
Bach,Fantasie und Fuge,/Users/victor/JuFo2026/15571083/mxl/13/36/QmVpXy2P42TYWQ7zBtWVk7dZmFv8QBmz7dhAaSjjggdAHw.mxl,3423,0.7709611451942741,0.7898870622357611,4.480366492146596,0.19544259421560034,0.0052585451358457495,5.631621731949593,0.2681286549707602,
Bach,J.S. Bach Nun freut euch lieben Christen Arrt F. Busoni,/Users/victor/JuFo2026/15571083/mxl/16/1/QmY2WMwzrxQuDxX7JybHjSaiQH95z2ASWp55srpAa97MWG.mxl,2002,0.46291208791208793,0.5399539896628077,6.4789644012944985,0.08041958041958042,0.056943056943056944,3.348335404673178,0.5142571285642822,0.8
Bach,Bach's chorale harmonisations 121-240 (Breitkopf numbering no text),/Users/victor/JuFo2026/15571083/mxl/12/16/QmUDcPN9uYUGpqmLK4Lx1FL6kkNidYPfNwrZJrwb4DhFpT.mxl,28767,0.9222546668057149,0.5625859783287939,4.29422301836095,0.21177043139708693,0.03177251712031147,4.664383912990448,0.0044152412738144905,
Bach,Bach js capriccio bwv 992,/Users/victor/JuFo2026/15571083/mxl/11/48/QmTvJh1vZRJXz5St8CwcgBRSUvuw84jPyMCksH31x6shJf.mxl,2743,0.5316259569814072,0.3329454867265177,4.460162601626016,0.11374407582938388,0.013124316441851986,4.737916795444364,0.18868613138686133,0.8333333333333334
Bach,J.S. Bach Partita No.3 1. Fantasia BWV 827,/Users/victor/JuFo2026/15571083/mxl/12/5/QmU69NWXPs3JghtSsoqNjW2YBUS5HJepCEEnb14xZ4B4m6.mxl,1090,0.3275229357798165,0.16748082712836532,9.083333333333334,0.21651376146788992,0.0,2.5148591764451655,0.7589696412143514,0.9083333333333333
Bach,Minuet in F Major BWV 116 Anh. 113 by JS Bach,/Users/victor/JuFo2026/15571083/mxl/17/30/QmZLB5s1pGDSPhmWx5Zwkt1APsVUQpbvyEqwvi9WP1xxzF.mxl,256,0.73046875,0.4686903173810729,2.6666666666666665,0.25,0.0,3.7462275312148052,0.011857707509881422,0.84375
Bach,Preludio I J S Bach Czerny,/Users/victor/JuFo2026/15571083/mxl/13/19/QmVf4NvWmiKAsctGpvYeUEtEV9t92SVTuMuXtswBFYMHr9.mxl,635,0.6,0.6149707118050035,4.409722222222222,0.05984251968503937,0.0,3.033308723525396,0.6677215189873418,
Bach,J.S. Bach Choralvorspiel Ich ruf' zu dir Herr BWV 639 (Arrt F. Busoni),/Users/victor/JuFo2026/15571083/mxl/4/23/QmehfxKmagAUes7CGojrhYeWmDZJr89mp6WtJAcZLhHrJi.mxl,652,0.4203732106339469,0.32365832144987056,7.325842696629214,0.09969325153374232,0.012269938650306749,4.145882104741374,0.38366718027734975,0.0
Bach,Bach Violin Concerto in A minor BWV 1041,/Users/victor/JuFo2026/15571083/mxl/16/9/QmYagSHmxZDVqj8bw47RDNo8GnqrE1SHucUmwQdnuBYcNA.mxl,2332,0.35430960548885077,0.24722554689960757,6.798833819241983,0.17495711835334476,0.0,3.374843791698573,0.7436668097896093,0.7014925373134329
Bach,Prelude BWV 1006,/Users/victor/JuFo2026/15571083/mxl/15/20/QmXF1zqjqvJWwJQX2uJgqKZPzcnB4x5UM8VAEmU2WQtsTY.mxl,1725,0.3027536231884058,0.1927293217763705,4.107142857142857,0.11768115942028985,0.0,1.2741782284817695,0.983739837398374,
Bach,Fuga 1 in C - Dur BWV 846 J.S Bach,/Users/victor/JuFo2026/15571083/mxl/6/47/QmNUb9naFC7iTu4pG8qErcXarTucy5V6jiGEWqKvjvBHXP.mxl,786,0.4462468193384224,0.39745761391159135,7.277777777777778,0.10687022900763359,0.010178117048346057,5.121858089396572,0.3001277139208174,
Bach,Bach Fugue in G Minor BWV 542 (Piano solo),/Users/victor/JuFo2026/15571083/mxl/4/31/QmemwP73tZHAVDyP81DutePDjdXsPWVJr1iFD86THdinmA.mxl,3302,0.37189582071471833,0.26936966946124236,7.178260869565217,0.09357964869775894,0.003937007874015748,3.8232263494255965,0.5522885722946347,0.5
Bach,Brandenburg Concerto No. 3 (Solo Piano Arrangement),/Users/victor/JuFo2026/15571083/mxl/14/43/QmWS6iQn5AP8dLqcUhfuQL9ngrHrZ9DWxbgQKvE2zSdEZ5.mxl,5083,0.5186897501475507,0.2868004019109702,7.361332367849385,0.14440291166633878,0.0,3.473931217144946,0.2925196850393701,0.6920980926430518
Bach,J. S. Bach - Invention No. 15 in B-minor BWV 786 (real audio),/Users/victor/JuFo2026/15571083/mxl/10/28/QmSkpv88AXBwfQVSki4Lja1uAi1SiabTExoBT7fJmkVgyd.mxl,478,0.35564853556485354,0.26685738498390776,5.431818181818182,0.0899581589958159,0.0,2.5965708020773386,0.6189473684210526,0.5
Bach,Bach Toccata and Fugue in D Minor (Piano solo),/Users/victor/JuFo2026/15571083/mxl/3/0/Qmd1eQ3eecd9ZnMkV1YLLmJtWnLGNNBN3nUXzQkKXwmG2h.mxl,3480,0.32079741379310345,0.32304525419463964,6.083916083916084,0.0853448275862069,0.004597701149425287,4.053244337107567,0.7535231521426518,0.65625
Bach,Fugue in E Minor BWV 914 By Johann Sebastian Bach,/Users/victor/JuFo2026/15571083/mxl/0/16/QmaDECJnBTDT8H7Zx2Zvw9QJgD7m17qsxxEkRXKKUkvGfT.mxl,1804,0.33647450110864746,0.18633318069483845,6.263888888888889,0.08481152993348115,0.004434589800443459,2.991321951919263,0.7012770682953915,0.5714285714285714
Bach,BWV 807: The English Suites II Prelude,/Users/victor/JuFo2026/15571083/mxl/16/57/QmYZQ4BkXea1hyd1SMUCoaQ4DSeAVzt9JEWQMMvbdKBQG9.mxl,3095,0.33424878836833605,0.1785110545197956,6.290650406504065,0.11243941841680129,0.0,2.937427956294858,0.6659120310478654,0.8928571428571429
Bach,Johann Sebastian Bach - Invention No. 13 in A minor BWV 784 for Piano - BreezePiano,/Users/victor/JuFo2026/15571083/mxl/12/11/QmUbCP81miGkFzFSk3cTqCXyNV4psQm4UM33sjmc4Twpae.mxl,573,0.3237347294938918,0.13742970710860333,5.73,0.07155322862129145,0.0017452006980802793,2.2214779757951537,0.7385964912280701,0.4
Bach,J.S. Bach Choralvorspiel ''Nun komm' der Heiden Heiland'' (Arrt F. Busoni),/Users/victor/JuFo2026/15571083/mxl/14/41/QmWRmbHPfLzyWCuPghYb4XdPDoBGbFRFLMMxHTsfJy92FW.mxl,993,0.4501510574018127,0.39908944364590365,7.301470588235294,0.10876132930513595,0.005035246727089627,5.797229776302685,0.29797979797979796,
Bach,Minuets in G Major and G Minor,/Users/victor/JuFo2026/15571083/mxl/2/50/Qmcw8jEKt8NUmu11gUJTCo3wGeEw5bZNi43d6o25wDhb4d.mxl,546,0.9816849816849816,0.6457693395923968,2.84375,0.3315018315018315,0.0,4.43458646416052,0.0,0.7307692307692307
Bach,Ich steh an deiner Krippen hier,/Users/victor/JuFo2026/15571083/mxl/17/34/QmZN67wShmVnyRMrvhDUkmG3TWof2uxzrntwFVEn4ynkPm.mxl,208,0.8533653846153846,0.3309197862860746,2.1666666666666665,0.20673076923076922,0.014423076923076924,3.6995084121949513,0.0,0.5416666666666666
Bach,Das Wohltemperierte Klavier I - Praeludium in C-Dur (BWV 846),/Users/victor/JuFo2026/15571083/mxl/1/20/QmbFt6yc1EUxZvqTVUg7xQY531BbkUcxn8uL3VYrB2uwjB.mxl,617,0.600486223662885,0.6163557537058106,4.4071428571428575,0.059967585089141004,0.0,3.03517244867619,0.6677524429967426,
Bach,J.S. Bach - Toccata & Fugue in D minor BWV 565,/Users/victor/JuFo2026/15571083/mxl/0/51/QmaWUmXP6sdMEyaCacAQZZQUVykcAn7cCqVqueAbwz9NsB.mxl,3536,0.33074095022624433,0.3340174124904787,6.181818181818182,0.0873868778280543,0.004242081447963801,3.9055787104927373,0.7415793942824794,0.5111111111111111
Bach,Bach's Air for Violoncello and Piano (from Orchestral Suite No. 3 in D major BWV 1068),/Users/victor/JuFo2026/15571083/mxl/8/56/QmQzXNiBJ387BiCHTqizWLNseTyvj4yotn5gzAfxhm1nZw.mxl,572,0.5201048951048951,0.4427816430280409,7.15,0.13286713286713286,0.015734265734265736,5.1006668600350755,0.16520210896309315,1.0
Bach,BWV 808: The English suite III Prelude as inspired by Ivo Pogorelich,/Users/victor/JuFo2026/15571083/mxl/10/3/QmS4ZePJXtMi2T9CbhP6oAvzSZPpyvfsu9ES9yeFtpCW1j.mxl,2313,0.36651534803285774,0.22201117013564864,10.859154929577464,0.24038045827929097,0.0,3.9228045783302523,0.44025974025974024,0.9761904761904762
Bach,Johann Sebastian Bach - Pr\aludium,/Users/victor/JuFo2026/15571083/mxl/0/13/QmacHkEMLbKiN7YagLdNjR2WPRvZAZW6ahjHjtPgvRNCdn.mxl,506,0.3557312252964427,0.21877479282037376,3.9224806201550386,0.08695652173913043,0.0,2.463174645756659,0.6719681908548708,0.9767441860465116
Chopin,Frédéric Chopin: Étude in A minor Op.25 No.11 Winter Wind,/Users/victor/JuFo2026/15571083/mxl/2/21/QmcgjQVzWTS3bA51emSjoVANNB8B6uCZ6mQMA5qG7jbKWD.mxl,2797,0.2901024907639137,0.3604257302280747,14.055276381909549,0.0736503396496246,0.003575259206292456,3.089171829681728,0.9047959914101646,0.7796610169491526
Chopin,Chopin Ballad No. 3 (Piano solo),/Users/victor/JuFo2026/15571083/mxl/3/5/Qmd67WvFZb7WTWP7zGHcQ3mCJLZEUoiMkqMtvPG8LuMN19.mxl,2910,0.5040270618556701,0.37194519070759363,6.037344398340249,0.1852233676975945,0.006529209621993127,4.347938582931956,0.3508771929824561,0.5877862595419847
Chopin,Frédéric Chopin: Étude in D-flat major Op.25 No.8 Sixths,/Users/victor/JuFo2026/15571083/mxl/17/19/QmZff9fTcDAENh43naGPWS3mKEXGMWprjpmkvmrmiqU8ED.mxl,814,0.3515561015561015,0.19578456114301487,5.652777777777778,0.08968058968058969,0.0,0.34235548447071934,0.0,0.09375
Chopin,Frédéric Chopin: Étude in F major Op.10 No.8 Sunshine,/Users/victor/JuFo2026/15571083/mxl/3/8/Qmd9krjmxX9dD9aR8S4M2gGMghqyBKFyDGzNgmBvSG7zLU.mxl,2116,0.3832703213610586,0.503317336195585,5.553805774278215,0.0883742911153119,0.021266540642722116,2.341951625598837,0.942262186464742,0.48717948717948717
Chopin,Scherzo No.2 (F.Chopin Op.31),/Users/victor/JuFo2026/15571083/mxl/17/37/QmZPydoNzGhD9TTqqsZ4h4f36eR6z2bcokeNu7pG5hUScE.mxl,5030,0.943638170974155,0.7845262238566169,2.1495726495726495,0.3666003976143141,0.0015904572564612327,4.940143916113907,0.0,0.40298507462686567
Chopin,Frédéric Chopin: Prelude in G-sharp minor Op.28 No.12,/Users/victor/JuFo2026/15571083/mxl/4/1/Qme2p6FB8XxVyrWPk4bcggeTNh7QW28tukHSeJGCZaXyZY.mxl,805,0.7857142857142857,0.4174541508438836,3.3127572016460904,0.26956521739130435,0.0,3.1813353087014358,0.0,1.0
Chopin,Frédéric Chopin: Prelude in B-flat minor Op.28 No.16,/Users/victor/JuFo2026/15571083/mxl/2/39/QmcQoygH7hjNEjjC1zEwfc6AZm9tAGMrb2wbxLiCphymsP.mxl,1004,0.3202191235059761,0.1509692626104712,10.91304347826087,0.09262948207171315,0.0,2.33163614317673,0.8491508491508492,0.8444444444444444
Chopin,Frédéric Chopin: Étude in F minor Op.25 No.2 The Bees,/Users/victor/JuFo2026/15571083/mxl/8/9/QmQagsBqLF4aH3h6PqPQyphvusDzyvv6WUffymN5mx8MUE.mxl,1200,0.45666666666666667,0.26312227829154516,4.332129963898917,0.11416666666666667,0.10916666666666666,1.800111519820123,0.0,0.014925373134328358
Chopin,Waltz in B minor,/Users/victor/JuFo2026/15571083/mxl/14/38/QmWqwAqr8yGcvHzHU6tyLhF2YL6551xx84brEx7uYoK4Z7.mxl,1051,0.8301617507136061,0.3711899661403212,2.4105504587155964,0.2759276879162702,0.0,3.69079824441921,0.0,0.7028985507246377
Chopin,Frédéric Chopin: Prelude in E minor Op.28 No.4,/Users/victor/JuFo2026/15571083/mxl/0/33/QmanzCS7875c3wuXfewZKx3qARMdn6GvcwJfQ15QGmxQ6n.mxl,255,0.792156862745098,0.7560889572939098,5.0495049504950495,0.18823529411764706,0.023529411764705882,3.390951418007711,0.0,0.9130434782608695
Chopin,Frédéric Chopin - Nocturne n20 (posthume) en Do dièse mineur 'Réminiscence',/Users/victor/JuFo2026/15571083/mxl/16/36/QmYpFcJ2vAEborj9CqHbuuhdp3KA6KfpaMqaQ9eUep73rF.mxl,164,0.7957317073170732,0.5668627767756788,0.6307692307692307,0.21951219512195122,0.006097560975609756,4.979657024510859,0.018633540372670808,0.7777777777777778
Chopin,Douze Études op. 25 (full),/Users/victor/JuFo2026/15571083/mxl/15/6/QmX7FqRKaQ9rxcr6jHhSxUVnvwCPhssmEKuxRu1rmWsoEw.mxl,18695,0.39326011857002763,0.37057709966412916,5.809486445437984,0.0807167691896229,0.12709280556298475,5.120693634354239,0.4975925529638348,0.4101876675603217
Chopin,Nocturne (F.Chopin Op.55. No.2),/Users/victor/JuFo2026/15571083/mxl/15/11/QmXbFWcmEEAe6iErN3yVdL21iXXPk6yktQihaoYcjeMW8s.mxl,1486,0.6682452893674293,0.6791108451356088,5.544776119402985,0.1117092866756393,0.02288021534320323,5.358956593524173,0.13553607552258934,0.7777777777777778
Chopin,Chopin Ballade No. 1 (Complete) Piano solo,/Users/victor/JuFo2026/15571083/mxl/9/48/QmRvks9HDbqarYwbzWSwjUo7M7AsWZgpBik988QLyhGCQ8.mxl,3785,0.8267811536767944,0.6570481841258264,2.585382513661202,0.12655217965653898,0.06974900924702775,5.095235714889021,0.05552617662612375,0.773109243697479
Chopin,Minute Waltz,/Users/victor/JuFo2026/15571083/mxl/11/26/QmTjD7qrdZCaNYy77zdiBjVy3NKkS1bbyj4LvTyivfZTPW.mxl,892,0.7780269058295964,0.4488079969320478,2.3786666666666667,0.2623318385650224,0.008968609865470852,3.8708637435933895,0.0,0.6808510638297872
Chopin,Waltz A Minor (W/Live Recording) Opus Posth. B. 150 - F.F. Chopin,/Users/victor/JuFo2026/15571083/mxl/3/29/QmdKexEC1RtbrJmgpxrcWmFau7mp4q3EqCBHfB7KRVfNH9.mxl,397,0.8136020151133502,0.3734409487399198,2.3491124260355027,0.2770780856423174,0.0,3.5111697999573694,0.01015228426395939,0.875
Chopin,Nocturne (F.Chopin Op.72. No.1),/Users/victor/JuFo2026/15571083/mxl/8/21/QmQgh5FieDx21wumrAaDFSzK6vANwpsT8nQkehcXwWuBDB.mxl,1081,0.5249248381128585,0.5973920982648795,4.741228070175438,0.1341350601295097,0.018501387604070305,4.8668187554212405,0.1150278293135436,0.875
